line	name	similarity_score
1254	Θησεύς	0.04807442982823093
1254	Κρέων	0.08670173846622292
1254	Ξένος	0.0
1254	Οἰδίπους	0.09093972641625718
1254	Πολυνείκης	0.16230406101667896
1254	Χορός	0.038703557097513434
1254	Ἀντιγόνη	0.06760405401408469
1254	Ἄγγελος	0.029723693293448497
1254	Ἰσμήνη	0.019063020903214815
1255	Θησεύς	0.07574567195873615
1255	Κρέων	0.06371869809267415
1255	Ξένος	0.014757562967008388
1255	Οἰδίπους	0.12995059631715272
1255	Πολυνείκης	0.08634358888130318
1255	Χορός	0.0714954650352346
1255	Ἀντιγόνη	0.02884105638931092
1255	Ἄγγελος	0.04393693409863602
1255	Ἰσμήνη	0.038216177091576625
1256	Θησεύς	0.07984613133358895
1256	Κρέων	0.08131838581751054
1256	Ξένος	0.027777777777777776
1256	Οἰδίπους	0.1297394365595544
1256	Πολυνείκης	0.16607442387703497
1256	Χορός	0.16081849006946722
1256	Ἀντιγόνη	0.22879564633982366
1256	Ἄγγελος	0.037110194170116816
1256	Ἰσμήνη	0.13840134241070345
1257	Θησεύς	0.11230234154761809
1257	Κρέων	0.0
1257	Ξένος	0.15698370971171516
1257	Οἰδίπους	0.05402040272321103
1257	Πολυνείκης	0.23547556456757274
1257	Χορός	0.03594363862544198
1257	Ἀντιγόνη	0.019047619047619046
1257	Ἄγγελος	0.049209366190472344
1257	Ἰσμήνη	0.0
1258	Θησεύς	0.010251951289681736
1258	Κρέων	0.0
1258	Ξένος	0.0
1258	Οἰδίπους	0.003844481733630651
1258	Πολυνείκης	0.17122963713964393
1258	Χορός	0.01497651609393416
1258	Ἀντιγόνη	0.007936507936507936
1258	Ἄγγελος	0.06878558293650475
1258	Ἰσμήνη	0.0
1259	Θησεύς	0.030755853869045207
1259	Κρέων	0.13478864484540742
1259	Ξένος	0.0
1259	Οἰδίπους	0.046133780803567816
1259	Πολυνείκης	0.21047556456757277
1259	Χορός	0.08985909656360497
1259	Ἀντιγόνη	0.023809523809523808
1259	Ἄγγελος	0.0
1259	Ἰσμήνη	0.0
1260	Θησεύς	0.0
1260	Κρέων	0.0
1260	Ξένος	0.0
1260	Οἰδίπους	0.0
1260	Πολυνείκης	0.19966579039460186
1260	Χορός	0.0
1260	Ἀντιγόνη	0.03532867896525195
1260	Ἄγγελος	0.0
1260	Ἰσμήνη	0.0
1261	Θησεύς	0.049942033432529245
1261	Κρέων	0.0
1261	Ξένος	0.008069130795792924
1261	Οἰδίπους	0.017868456547604612
1261	Πολυνείκης	0.2142459274279288
1261	Χορός	0.028028042554477425
1261	Ἀντιγόνη	0.025094879639636355
1261	Ἄγγελος	0.002978076091267436
1261	Ἰσμήνη	0.004467114136901153
1262	Θησεύς	0.0
1262	Κρέων	0.0
1262	Ξένος	0.0
1262	Οἰδίπους	0.08172240866815327
1262	Πολυνείκης	0.12956297047297727
1262	Χορός	0.0
1262	Ἀντιγόνη	0.021504057867868687
1262	Ἄγγελος	0.0
1262	Ἰσμήνη	0.0
1263	Θησεύς	0.0
1263	Κρέων	0.0
1263	Ξένος	0.0
1263	Οἰδίπους	0.0
1263	Πολυνείκης	0.1625706774810873
1263	Χορός	0.0
1263	Ἀντιγόνη	0.0
1263	Ἄγγελος	0.0
1263	Ἰσμήνη	0.0
1264	Θησεύς	0.07896900821428475
1264	Κρέων	0.0
1264	Ξένος	0.0
1264	Οἰδίπους	0.025
1264	Πολυνείκης	0.15547556456757272
1264	Χορός	0.033333333333333326
1264	Ἀντιγόνη	0.0
1264	Ἄγγελος	0.0
1264	Ἰσμήνη	0.0
1265	Θησεύς	0.03566843195213818
1265	Κρέων	0.03907954910843928
1265	Ξένος	0.0
1265	Οἰδίπους	0.08182917430347894
1265	Πολυνείκης	0.15997216743544068
1265	Χορός	0.0
1265	Ἀντιγόνη	0.0
1265	Ἄγγελος	0.0
1265	Ἰσμήνη	0.02675132396410364
1266	Θησεύς	0.052742083013717626
1266	Κρέων	0.06098878936313291
1266	Ξένος	0.01291286759613234
1266	Οἰδίπους	0.09335621428231687
1266	Πολυνείκης	0.11060936312030548
1266	Χορός	0.035042999373529955
1266	Ἀντιγόνη	0.007378781483504194
1266	Ἄγγελος	0.0
1266	Ἰσμήνη	0.011533445200891954
1267	Θησεύς	0.017574773639454404
1267	Κρέων	0.019255520692201062
1267	Ξένος	0.0
1267	Οἰδίπους	0.05548590605867192
1267	Πολυνείκης	0.08455746546718444
1267	Χορός	0.02567402758960142
1267	Ἀντιγόνη	0.0
1267	Ἄγγελος	0.008787386819727202
1267	Ἰσμήνη	0.07142857142857142
1268	Θησεύς	0.0
1268	Κρέων	0.0
1268	Ξένος	0.0
1268	Οἰδίπους	0.08491401077563487
1268	Πολυνείκης	0.21066705021809698
1268	Χορός	0.021899338997075003
1268	Ἀντιγόνη	0.17469631464500224
1268	Ἄγγελος	0.04535966037187028
1268	Ἰσμήνη	0.1268678972098115
1269	Θησεύς	0.08333333333333333
1269	Κρέων	0.0
1269	Ξένος	0.0
1269	Οἰδίπους	0.05264172260044598
1269	Πολυνείκης	0.08023778228378638
1269	Χορός	0.0
1269	Ἀντιγόνη	0.0
1269	Ἄγγελος	0.0
1269	Ἰσμήνη	0.0
1270	Θησεύς	0.028522296800594635
1270	Κρέων	0.024424718192774544
1270	Ξένος	0.0
1270	Οἰδίπους	0.012539683108173582
1270	Πολυνείκης	0.09835853586862126
1270	Χορός	0.008141572730924848
1270	Ἀντιγόνη	0.008628930278492807
1270	Ἄγγελος	0.0
1270	Ἰσμήνη	0.04278344520089195
1271	Θησεύς	0.06551767400788358
1271	Κρέων	0.03915457938162979
1271	Ξένος	0.032276523183171694
1271	Οἰδίπους	0.1664888899552675
1271	Πολυνείκης	0.07634962362161817
1271	Χορός	0.06090712348253525
1271	Ἀντιγόνη	0.041498386949792174
1271	Ἄγγελος	0.0
1271	Ἰσμήνη	0.04467114136901153
1272	Θησεύς	0.07688963467261302
1272	Κρέων	0.0
1272	Ξένος	0.0
1272	Οἰδίπους	0.16723495541293334
1272	Πολυνείκης	0.32660667342567956
1272	Χορός	0.03931335474657717
1272	Ἀντιγόνη	0.125
1272	Ἄγγελος	0.053822744270829115
1272	Ἰσμήνη	0.1268678972098115
1273	Θησεύς	0.1302972906745951
1273	Κρέων	0.08333333333333333
1273	Ξένος	0.0
1273	Οἰδίπους	0.18502926934522604
1273	Πολυνείκης	0.28198370971171516
1273	Χορός	0.0
1273	Ἀντιγόνη	0.0
1273	Ἄγγελος	0.0
1273	Ἰσμήνη	0.030755853869045207
1274	Θησεύς	0.028079003146235824
1274	Κρέων	0.04469449766958368
1274	Ξένος	0.013832795649930727
1274	Οἰδίπους	0.11118932904319656
1274	Πολυνείκης	0.13477630621064074
1274	Χορός	0.061081735060316354
1274	Ἀντιγόνη	0.02764665758247414
1274	Ἄγγελος	0.03514954727890881
1274	Ἰσμήνη	0.01914477487243351
1275	Θησεύς	0.023066890401783908
1275	Κρέων	0.06739432242270371
1275	Ξένος	0.0
1275	Οἰδίπους	0.04529619690289886
1275	Πολυνείκης	0.09898778228378638
1275	Χορός	0.052899053737117285
1275	Ἀντιγόνη	0.023809523809523808
1275	Ἄγγελος	0.0
1275	Ἰσμήνη	0.0
1276	Θησεύς	0.02685824288043508
1276	Κρέων	0.17857578254565068
1276	Ξένος	0.0
1276	Οἰδίπους	0.13654872820587016
1276	Πολυνείκης	0.19398729597121636
1276	Χορός	0.026053675906709498
1276	Ἀντιγόνη	0.18142422963367505
1276	Ἄγγελος	0.07903753422618646
1276	Ἰσμήνη	0.16331077979683348
1277	Θησεύς	0.0
1277	Κρέων	0.0
1277	Ξένος	0.0
1277	Οἰδίπους	0.0625
1277	Πολυνείκης	0.16934445570946594
1277	Χορός	0.030434279596216043
1277	Ἀντιγόνη	0.0
1277	Ἄγγελος	0.0
1277	Ἰσμήνη	0.0
1278	Θησεύς	0.07258256879859265
1278	Κρέων	0.018565417859742424
1278	Ξένος	0.06869465354354547
1278	Οἰδίπους	0.11484389489518088
1278	Πολυνείκης	0.16265819731414424
1278	Χορός	0.01237694523982828
1278	Ἀντιγόνη	0.009838375311338925
1278	Ἄγγελος	0.0
1278	Ἰσμήνη	0.026858242880435076
1279	Θησεύς	0.04938351149955453
1279	Κρέων	0.03119043217346405
1279	Ξένος	0.0
1279	Οἰδίπους	0.09611437452916712
1279	Πολυνείκης	0.09105965370477655
1279	Χορός	0.041587242897952056
1279	Ἀντιγόνη	0.026864942725035097
1279	Ἄγγελος	0.014233964220645722
